*Nodes
-0.866025, -0.000000, 0.000000
-0.779423, -0.010494, 0.000000
-0.779423, 0.050000, 0.000000
-0.692820, -0.039506, 0.000000
-0.692820, 0.000000, 0.000000
-0.692820, 0.100000, 0.000000
-0.606218, -0.083333, 0.000000
-0.606218, -0.050000, 0.000000
-0.606218, 0.050000, 0.000000
-0.606218, 0.150000, 0.000000
-0.519615, -0.138272, 0.000000
-0.519615, -0.100000, 0.000000
-0.519615, 0.000000, 0.000000
-0.519615, 0.100000, 0.000000
-0.519615, 0.200000, 0.000000
-0.433013, -0.200617, 0.000000
-0.433013, -0.150000, 0.000000
-0.433013, -0.050000, 0.000000
-0.433013, 0.050000, 0.000000
-0.433013, 0.150000, 0.000000
-0.433013, 0.250000, 0.000000
-0.346410, -0.266667, 0.000000
-0.346410, -0.200000, 0.000000
-0.346410, -0.100000, 0.000000
-0.346410, 0.000000, 0.000000
-0.346410, 0.100000, 0.000000
-0.346410, 0.200000, 0.000000
-0.346410, 0.300000, 0.000000
-0.259808, -0.332716, 0.000000
-0.259808, -0.250000, 0.000000
-0.259808, -0.150000, 0.000000
-0.259808, -0.050000, 0.000000
-0.259808, 0.050000, 0.000000
-0.259808, 0.150000, 0.000000
-0.259808, 0.250000, 0.000000
-0.259808, 0.350000, 0.000000
-0.173205, -0.395062, 0.000000
-0.173205, -0.300000, 0.000000
-0.173205, -0.200000, 0.000000
-0.173205, -0.100000, 0.000000
-0.173205, 0.000000, 0.000000
-0.173205, 0.100000, 0.000000
-0.173205, 0.200000, 0.000000
-0.173205, 0.300000, 0.000000
-0.173205, 0.400000, 0.000000
-0.086603, -0.450000, 0.000000
-0.086603, -0.350000, 0.000000
-0.086603, -0.250000, 0.000000
-0.086603, -0.150000, 0.000000
-0.086603, -0.050000, 0.000000
-0.086603, 0.050000, 0.000000
-0.086603, 0.150000, 0.000000
-0.086603, 0.250000, 0.000000
-0.086603, 0.350000, 0.000000
-0.086603, 0.450000, 0.000000
0.000000, -0.493827, 0.000000
0.000000, -0.400000, 0.000000
0.000000, -0.300000, 0.000000
0.000000, -0.200000, 0.000000
0.000000, -0.100000, 0.000000
0.000000, 0.000000, 0.000000
0.000000, 0.100000, 0.000000
0.000000, 0.200000, 0.000000
0.000000, 0.300000, 0.000000
0.000000, 0.400000, 0.000000
0.000000, 0.500000, 0.000000
0.866025, -0.000000, 0.000000
0.779423, -0.010494, 0.000000
0.779423, 0.050000, 0.000000
0.692820, -0.039506, 0.000000
0.692820, 0.000000, 0.000000
0.692820, 0.100000, 0.000000
0.606218, -0.083333, 0.000000
0.606218, -0.050000, 0.000000
0.606218, 0.050000, 0.000000
0.606218, 0.150000, 0.000000
0.519615, -0.138272, 0.000000
0.519615, -0.100000, 0.000000
0.519615, 0.000000, 0.000000
0.519615, 0.100000, 0.000000
0.519615, 0.200000, 0.000000
0.433013, -0.200617, 0.000000
0.433013, -0.150000, 0.000000
0.433013, -0.050000, 0.000000
0.433013, 0.050000, 0.000000
0.433013, 0.150000, 0.000000
0.433013, 0.250000, 0.000000
0.346410, -0.266667, 0.000000
0.346410, -0.200000, 0.000000
0.346410, -0.100000, 0.000000
0.346410, 0.000000, 0.000000
0.346410, 0.100000, 0.000000
0.346410, 0.200000, 0.000000
0.346410, 0.300000, 0.000000
0.259808, -0.332716, 0.000000
0.259808, -0.250000, 0.000000
0.259808, -0.150000, 0.000000
0.259808, -0.050000, 0.000000
0.259808, 0.050000, 0.000000
0.259808, 0.150000, 0.000000
0.259808, 0.250000, 0.000000
0.259808, 0.350000, 0.000000
0.173205, -0.395062, 0.000000
0.173205, -0.300000, 0.000000
0.173205, -0.200000, 0.000000
0.173205, -0.100000, 0.000000
0.173205, 0.000000, 0.000000
0.173205, 0.100000, 0.000000
0.173205, 0.200000, 0.000000
0.173205, 0.300000, 0.000000
0.173205, 0.400000, 0.000000
0.086603, -0.450000, 0.000000
0.086603, -0.350000, 0.000000
0.086603, -0.250000, 0.000000
0.086603, -0.150000, 0.000000
0.086603, -0.050000, 0.000000
0.086603, 0.050000, 0.000000
0.086603, 0.150000, 0.000000
0.086603, 0.250000, 0.000000
0.086603, 0.350000, 0.000000
0.086603, 0.450000, 0.000000
*Triangles
45, 36, 44
30, 38, 39
38, 30, 29
10, 6, 9
27, 28, 21
55, 65, 66
65, 121, 66
37, 38, 29
30, 22, 29
17, 11, 16
8, 4, 7
72, 76, 75
92, 100, 99
28, 35, 36
36, 35, 44
35, 28, 27
35, 43, 44
10, 14, 15
14, 10, 9
102, 111, 110
120, 111, 121
120, 121, 65
111, 120, 110
54, 55, 45
54, 45, 44
55, 54, 65
38, 48, 39
57, 46, 56
31, 30, 39
40, 31, 39
32, 31, 40
31, 32, 24
26, 25, 33
32, 25, 24
25, 32, 33
2, 3, 1
3, 5, 6
6, 5, 9
5, 2, 4
2, 5, 3
5, 8, 9
8, 5, 4
77, 83, 82
89, 83, 90
83, 89, 82
70, 74, 73
80, 76, 81
76, 80, 75
15, 20, 21
20, 27, 21
20, 26, 27
14, 20, 15
94, 93, 87
92, 93, 100
118, 63, 62
117, 118, 62
43, 53, 44
53, 54, 44
59, 48, 58
114, 59, 58
114, 104, 105
104, 96, 105
96, 104, 95
104, 103, 95
112, 57, 56
57, 113, 58
113, 114, 58
113, 112, 103
112, 113, 57
104, 113, 103
113, 104, 114
47, 57, 58
48, 47, 58
47, 37, 46
57, 47, 46
37, 47, 38
47, 48, 38
23, 22, 30
31, 23, 30
23, 31, 24
22, 23, 16
23, 17, 16
17, 23, 24
18, 17, 24
25, 18, 24
34, 26, 33
26, 34, 27
34, 35, 27
35, 34, 43
34, 42, 43
42, 34, 33
51, 61, 62
61, 117, 62
117, 61, 116
50, 61, 51
41, 32, 40
32, 41, 33
41, 42, 33
42, 41, 51
50, 41, 40
41, 50, 51
89, 88, 82
88, 89, 96
88, 96, 95
69, 68, 67
71, 69, 72
71, 72, 75
68, 71, 70
71, 68, 69
74, 71, 75
71, 74, 70
79, 74, 75
80, 79, 75
86, 81, 87
86, 80, 81
86, 93, 92
93, 86, 87
101, 94, 102
101, 102, 110
101, 93, 94
93, 101, 100
120, 119, 110
118, 119, 63
100, 108, 99
108, 118, 117
97, 106, 105
96, 97, 105
97, 89, 90
89, 97, 96
97, 98, 106
98, 97, 90
42, 52, 43
63, 52, 62
52, 51, 62
52, 42, 51
53, 52, 63
52, 53, 43
106, 115, 105
115, 106, 116
115, 114, 105
115, 59, 114
49, 50, 40
49, 40, 39
48, 49, 39
59, 49, 48
11, 12, 7
12, 8, 7
17, 12, 11
18, 12, 17
20, 19, 26
19, 25, 26
19, 20, 14
19, 18, 25
78, 77, 73
74, 78, 73
79, 78, 74
78, 83, 77
98, 91, 99
91, 92, 99
91, 98, 90
54, 64, 65
64, 120, 65
64, 53, 63
53, 64, 54
64, 119, 120
119, 64, 63
107, 117, 116
98, 107, 106
106, 107, 116
107, 98, 99
107, 108, 117
108, 107, 99
119, 109, 110
109, 101, 110
101, 109, 100
109, 119, 118
108, 109, 118
109, 108, 100
60, 115, 116
61, 60, 116
60, 61, 50
115, 60, 59
60, 49, 59
49, 60, 50
12, 13, 8
8, 13, 9
13, 14, 9
13, 12, 18
19, 13, 18
13, 19, 14
85, 79, 80
85, 86, 92
86, 85, 80
91, 85, 92
78, 84, 83
83, 84, 90
84, 78, 79
84, 91, 90
84, 85, 91
85, 84, 79
